"id","status_group"
19594,"functional needs repair"
64869,"non functional"
34652,"functional needs repair"
45932,"non functional"
44634,"non functional"
30887,"functional needs repair"
23794,"functional needs repair"
32176,"functional"
6045,"non functional"
34035,"functional needs repair"
46466,"non functional"
37519,"functional"
12536,"functional"
20123,"functional needs repair"
33376,"functional needs repair"
61089,"functional needs repair"
30938,"non functional"
61987,"functional needs repair"
40061,"functional needs repair"
18498,"non functional"
41951,"functional needs repair"
15683,"functional needs repair"
44001,"functional needs repair"
41636,"functional needs repair"
18863,"functional needs repair"
3130,"functional needs repair"
52230,"functional needs repair"
1969,"functional needs repair"
37489,"functional needs repair"
28607,"functional needs repair"
28975,"functional needs repair"
62080,"non functional"
59619,"functional needs repair"
20251,"functional needs repair"
18615,"functional needs repair"
34650,"functional needs repair"
37444,"functional needs repair"
508,"functional needs repair"
8227,"non functional"
2208,"functional needs repair"
48140,"non functional"
34226,"functional needs repair"
55270,"functional needs repair"
43568,"functional needs repair"
63385,"functional needs repair"
1048,"functional needs repair"
7351,"non functional"
920,"functional needs repair"
32400,"functional needs repair"
71407,"functional needs repair"
54681,"functional needs repair"
72926,"functional needs repair"
17509,"functional needs repair"
40696,"non functional"
39363,"functional needs repair"
46131,"functional needs repair"
4309,"non functional"
36560,"functional needs repair"
67799,"functional needs repair"
72868,"functional needs repair"
35898,"functional needs repair"
10830,"functional needs repair"
66810,"non functional"
68345,"functional needs repair"
57496,"functional needs repair"
52646,"non functional"
30932,"functional needs repair"
62611,"functional needs repair"
13049,"functional needs repair"
64431,"functional needs repair"
47218,"functional needs repair"
5656,"functional"
42987,"functional needs repair"
6890,"functional needs repair"
8074,"functional needs repair"
18535,"functional needs repair"
60005,"non functional"
67381,"functional needs repair"
51550,"functional needs repair"
59056,"non functional"
21562,"non functional"
40402,"non functional"
13277,"functional needs repair"
44189,"non functional"
3469,"functional"
20489,"functional needs repair"
50987,"functional needs repair"
36410,"non functional"
858,"functional needs repair"
25153,"functional needs repair"
63774,"non functional"
44698,"functional needs repair"
52280,"functional needs repair"
38993,"functional needs repair"
54749,"functional needs repair"
12336,"functional needs repair"
15925,"functional needs repair"
44285,"functional needs repair"
39876,"non functional"
10861,"non functional"
7616,"functional needs repair"
55317,"functional needs repair"
63259,"functional needs repair"
5020,"functional needs repair"
19207,"functional needs repair"
10426,"functional needs repair"
49202,"functional needs repair"
39808,"functional needs repair"
17581,"functional needs repair"
8519,"functional needs repair"
56090,"functional needs repair"
73106,"non functional"
33148,"functional needs repair"
1787,"functional needs repair"
9331,"non functional"
28653,"functional needs repair"
58842,"non functional"
36459,"functional needs repair"
24423,"functional needs repair"
70219,"functional needs repair"
38125,"functional needs repair"
23125,"functional needs repair"
49155,"functional"
52364,"functional needs repair"
52625,"functional needs repair"
54641,"functional needs repair"
56914,"functional needs repair"
941,"functional"
1000,"functional needs repair"
14190,"functional needs repair"
14574,"functional needs repair"
17827,"non functional"
9433,"functional needs repair"
22234,"functional needs repair"
35099,"functional needs repair"
17763,"functional needs repair"
37436,"functional needs repair"
62076,"non functional"
1958,"functional"
8939,"functional needs repair"
73476,"functional"
35376,"functional"
37382,"functional needs repair"
35657,"functional needs repair"
40007,"non functional"
37040,"functional needs repair"
57998,"non functional"
15003,"functional needs repair"
53737,"functional needs repair"
4911,"functional needs repair"
62756,"functional needs repair"
36813,"functional needs repair"
52524,"non functional"
54064,"functional needs repair"
61407,"non functional"
21631,"non functional"
46754,"functional needs repair"
38078,"non functional"
43352,"functional needs repair"
41136,"functional needs repair"
59503,"functional needs repair"
11017,"functional needs repair"
54104,"functional needs repair"
37938,"functional needs repair"
44879,"functional needs repair"
29121,"non functional"
24111,"non functional"
13864,"functional needs repair"
70659,"functional needs repair"
19431,"non functional"
67382,"functional needs repair"
54891,"functional needs repair"
56910,"non functional"
51763,"functional needs repair"
37657,"functional needs repair"
71298,"non functional"
34347,"functional needs repair"
7747,"functional needs repair"
68120,"functional"
21308,"non functional"
60142,"functional needs repair"
10328,"functional needs repair"
44072,"functional needs repair"
34296,"functional"
34055,"non functional"
13336,"functional needs repair"
2800,"non functional"
7274,"functional needs repair"
1885,"functional needs repair"
27234,"functional needs repair"
5704,"functional"
48053,"functional needs repair"
35428,"functional needs repair"
60232,"functional needs repair"
8489,"functional needs repair"
72991,"functional needs repair"
27604,"functional needs repair"
63555,"functional needs repair"
4482,"functional needs repair"
48718,"functional needs repair"
1521,"functional needs repair"
14094,"functional needs repair"
22464,"non functional"
41322,"functional needs repair"
60153,"functional needs repair"
19339,"functional needs repair"
57171,"functional needs repair"
24293,"functional"
56039,"functional needs repair"
9472,"functional needs repair"
10554,"functional needs repair"
26606,"non functional"
46533,"functional needs repair"
32950,"functional needs repair"
59127,"functional needs repair"
68801,"functional needs repair"
21924,"functional needs repair"
40151,"functional needs repair"
25393,"functional"
66761,"functional needs repair"
24637,"functional needs repair"
36937,"functional needs repair"
68907,"functional needs repair"
13475,"functional needs repair"
22882,"non functional"
55068,"functional needs repair"
9498,"functional needs repair"
35031,"functional needs repair"
39312,"functional needs repair"
50350,"functional needs repair"
58092,"functional needs repair"
52681,"functional"
41786,"functional needs repair"
37132,"functional needs repair"
14545,"non functional"
20394,"functional needs repair"
52720,"functional needs repair"
65107,"functional needs repair"
55271,"functional needs repair"
64854,"functional needs repair"
74232,"functional needs repair"
16709,"non functional"
11670,"functional needs repair"
50639,"functional needs repair"
15909,"functional needs repair"
13270,"functional needs repair"
25149,"functional needs repair"
12208,"functional needs repair"
26350,"functional needs repair"
45210,"functional needs repair"
20335,"functional needs repair"
5868,"functional"
62144,"functional needs repair"
71406,"functional needs repair"
10920,"functional needs repair"
38396,"functional"
35690,"non functional"
69510,"functional"
46371,"functional needs repair"
33984,"functional needs repair"
73152,"functional needs repair"
58024,"functional needs repair"
71738,"functional needs repair"
28065,"functional needs repair"
67086,"functional needs repair"
58122,"non functional"
57668,"functional needs repair"
31327,"functional"
14781,"functional needs repair"
51381,"non functional"
55004,"functional needs repair"
43219,"functional needs repair"
38978,"functional needs repair"
11044,"functional needs repair"
24771,"functional"
18028,"non functional"
70575,"functional needs repair"
49777,"non functional"
29806,"non functional"
2580,"non functional"
26225,"functional needs repair"
29647,"functional needs repair"
45709,"non functional"
41625,"non functional"
54310,"functional needs repair"
28899,"functional"
16034,"functional needs repair"
64848,"functional needs repair"
32694,"functional needs repair"
58564,"functional needs repair"
29310,"non functional"
39223,"functional needs repair"
36658,"functional needs repair"
73611,"functional needs repair"
3761,"functional needs repair"
62277,"functional"
16590,"functional needs repair"
12774,"functional needs repair"
36944,"functional needs repair"
13416,"functional needs repair"
54088,"non functional"
67150,"functional needs repair"
60727,"functional needs repair"
31595,"functional needs repair"
55174,"functional needs repair"
19383,"functional needs repair"
41016,"functional needs repair"
11869,"functional needs repair"
17512,"functional"
329,"functional needs repair"
27467,"functional needs repair"
29547,"functional needs repair"
57341,"functional needs repair"
9099,"non functional"
30276,"functional needs repair"
60830,"functional needs repair"
40236,"functional"
16418,"functional needs repair"
55143,"functional needs repair"
67182,"functional needs repair"
66236,"non functional"
933,"functional"
9530,"functional needs repair"
21874,"functional needs repair"
23489,"functional needs repair"
11959,"functional needs repair"
47086,"functional needs repair"
17465,"functional needs repair"
33004,"functional needs repair"
29840,"functional needs repair"
26298,"functional needs repair"
19584,"functional needs repair"
23534,"functional needs repair"
4281,"non functional"
10431,"functional needs repair"
71234,"functional needs repair"
18446,"functional needs repair"
57530,"functional needs repair"
33167,"functional needs repair"
41384,"functional needs repair"
12559,"functional"
64292,"functional needs repair"
52393,"functional needs repair"
45883,"functional needs repair"
39995,"functional needs repair"
27159,"non functional"
65782,"functional"
35599,"non functional"
67723,"functional needs repair"
35935,"functional"
18721,"functional needs repair"
37086,"functional needs repair"
53876,"functional needs repair"
20928,"functional needs repair"
26435,"functional needs repair"
59449,"functional needs repair"
53589,"functional needs repair"
72395,"non functional"
55489,"functional needs repair"
28490,"functional needs repair"
25904,"non functional"
6112,"functional"
41087,"functional needs repair"
35616,"functional needs repair"
42458,"functional needs repair"
66491,"functional needs repair"
9902,"non functional"
39501,"functional"
57271,"functional needs repair"
54070,"non functional"
57910,"functional needs repair"
71307,"functional needs repair"
73233,"functional needs repair"
54190,"functional needs repair"
43476,"functional needs repair"
15291,"non functional"
55442,"functional needs repair"
73581,"non functional"
21815,"functional needs repair"
26448,"functional needs repair"
37929,"functional needs repair"
57411,"functional needs repair"
35623,"non functional"
22237,"functional"
59922,"functional needs repair"
61522,"functional needs repair"
38593,"functional needs repair"
26325,"functional needs repair"
52529,"functional needs repair"
16179,"functional needs repair"
51492,"functional needs repair"
16490,"functional needs repair"
12533,"functional needs repair"
20630,"functional needs repair"
21096,"functional needs repair"
58303,"functional needs repair"
38251,"functional needs repair"
38969,"functional needs repair"
69249,"functional needs repair"
1704,"functional needs repair"
68089,"non functional"
70082,"functional needs repair"
64897,"functional needs repair"
1539,"functional needs repair"
63401,"functional needs repair"
17289,"functional needs repair"
62502,"functional needs repair"
8008,"functional needs repair"
34013,"functional needs repair"
32417,"functional needs repair"
9402,"functional needs repair"
45289,"non functional"
73097,"functional"
30193,"non functional"
1600,"functional needs repair"
39380,"functional"
64694,"non functional"
64445,"functional needs repair"
38643,"functional needs repair"
4584,"non functional"
38012,"non functional"
66001,"functional needs repair"
39547,"non functional"
31019,"functional needs repair"
38342,"functional needs repair"
5833,"functional needs repair"
13355,"functional needs repair"
18172,"functional needs repair"
65723,"functional needs repair"
25047,"functional needs repair"
60182,"non functional"
23306,"functional needs repair"
39438,"functional needs repair"
31343,"functional"
25587,"functional"
33637,"functional needs repair"
70033,"functional needs repair"
16763,"functional"
60779,"functional needs repair"
48712,"functional needs repair"
39140,"functional needs repair"
50624,"functional needs repair"
53191,"functional needs repair"
47480,"functional needs repair"
58276,"functional needs repair"
20905,"functional needs repair"
50945,"functional needs repair"
22691,"functional needs repair"
63644,"functional needs repair"
21373,"functional needs repair"
59934,"functional needs repair"
1501,"functional"
4506,"functional needs repair"
67417,"functional needs repair"
31437,"functional needs repair"
45686,"functional needs repair"
322,"functional needs repair"
66741,"functional needs repair"
17982,"functional needs repair"
28695,"non functional"
62059,"functional needs repair"
22640,"functional needs repair"
8415,"functional needs repair"
46551,"functional needs repair"
29090,"functional needs repair"
42749,"functional needs repair"
12189,"non functional"
33882,"functional needs repair"
21335,"functional needs repair"
12028,"functional needs repair"
37175,"functional needs repair"
38194,"functional needs repair"
9442,"non functional"
49740,"functional"
64124,"functional needs repair"
62573,"non functional"
44167,"functional needs repair"
50010,"functional needs repair"
10025,"functional needs repair"
45602,"functional"
68765,"functional needs repair"
12589,"non functional"
59324,"functional needs repair"
33688,"functional needs repair"
19954,"non functional"
22395,"functional needs repair"
26777,"functional needs repair"
26743,"functional needs repair"
27081,"functional needs repair"
33187,"functional needs repair"
32790,"non functional"
1570,"non functional"
58116,"functional needs repair"
33352,"non functional"
20186,"functional needs repair"
15559,"functional needs repair"
19807,"functional needs repair"
60205,"functional needs repair"
15388,"non functional"
57972,"functional needs repair"
47257,"non functional"
33815,"non functional"
55742,"functional needs repair"
7644,"functional needs repair"
61628,"functional"
70675,"functional needs repair"
42823,"functional needs repair"
19779,"functional needs repair"
5717,"non functional"
19844,"non functional"
39889,"functional needs repair"
21722,"functional needs repair"
32563,"functional"
70253,"functional needs repair"
33707,"non functional"
74113,"functional needs repair"
65967,"non functional"
37035,"functional needs repair"
8760,"functional needs repair"
33546,"functional needs repair"
19101,"functional needs repair"
68799,"functional needs repair"
56246,"functional needs repair"
62810,"functional"
61890,"functional needs repair"
5141,"functional needs repair"
29355,"non functional"
33327,"non functional"
58982,"functional needs repair"
60223,"non functional"
63199,"functional needs repair"
21388,"functional needs repair"
18585,"non functional"
21728,"functional needs repair"
30865,"functional needs repair"
10816,"functional needs repair"
61227,"functional needs repair"
61428,"functional needs repair"
41232,"functional needs repair"
13413,"non functional"
32796,"functional needs repair"
67277,"functional needs repair"
48199,"functional needs repair"
57497,"functional"
23991,"non functional"
65862,"functional needs repair"
12726,"functional needs repair"
26953,"functional needs repair"
40165,"functional needs repair"
33105,"functional needs repair"
70858,"functional needs repair"
11052,"functional needs repair"
1219,"functional needs repair"
2789,"functional needs repair"
39769,"functional needs repair"
39656,"functional needs repair"
39024,"functional needs repair"
66675,"non functional"
38102,"functional needs repair"
11270,"functional needs repair"
63282,"non functional"
19838,"non functional"
3489,"functional needs repair"
39335,"functional"
37020,"functional needs repair"
2345,"functional needs repair"
22712,"non functional"
30822,"functional needs repair"
17416,"non functional"
55759,"functional"
18373,"functional needs repair"
31433,"functional"
49325,"functional needs repair"
39393,"non functional"
52516,"functional needs repair"
51356,"functional needs repair"
38136,"non functional"
1350,"functional needs repair"
66588,"functional needs repair"
73304,"functional needs repair"
71524,"functional"
63270,"non functional"
61101,"functional needs repair"
71988,"non functional"
70536,"non functional"
40262,"functional needs repair"
73038,"functional needs repair"
6582,"functional needs repair"
13369,"functional needs repair"
72495,"functional needs repair"
8747,"functional needs repair"
20535,"functional needs repair"
32571,"functional needs repair"
31564,"functional needs repair"
31110,"functional needs repair"
7027,"functional needs repair"
56506,"non functional"
54293,"functional needs repair"
27157,"non functional"
1789,"functional needs repair"
49379,"functional needs repair"
72067,"functional needs repair"
63322,"non functional"
70759,"functional"
63529,"functional needs repair"
18405,"functional needs repair"
16878,"functional"
58940,"functional needs repair"
50775,"functional needs repair"
69721,"functional needs repair"
31663,"non functional"
6810,"functional needs repair"
54609,"functional needs repair"
30612,"functional needs repair"
4519,"functional needs repair"
37636,"functional needs repair"
55899,"functional needs repair"
11240,"functional needs repair"
14223,"non functional"
56236,"functional"
12259,"functional needs repair"
22141,"functional needs repair"
1370,"non functional"
70836,"functional needs repair"
18625,"functional needs repair"
29119,"non functional"
5041,"functional needs repair"
56083,"functional needs repair"
902,"functional needs repair"
14689,"functional"
3009,"functional"
1398,"non functional"
66561,"functional needs repair"
49986,"functional needs repair"
16577,"functional needs repair"
42217,"functional needs repair"
49941,"functional needs repair"
53977,"functional needs repair"
31129,"functional needs repair"
3546,"non functional"
62745,"functional needs repair"
58720,"functional needs repair"
2743,"non functional"
45176,"functional needs repair"
6832,"functional needs repair"
10277,"functional needs repair"
68567,"non functional"
66320,"functional needs repair"
31952,"functional needs repair"
18009,"functional needs repair"
37804,"functional needs repair"
21749,"functional needs repair"
29055,"functional needs repair"
23375,"functional needs repair"
33913,"functional needs repair"
22145,"functional needs repair"
47180,"functional needs repair"
51677,"non functional"
4434,"functional needs repair"
44403,"non functional"
55027,"non functional"
60119,"functional needs repair"
22873,"functional needs repair"
62498,"functional needs repair"
29006,"functional needs repair"
48286,"functional needs repair"
45429,"non functional"
33987,"functional"
2308,"non functional"
5776,"functional"
58409,"non functional"
5901,"functional needs repair"
42560,"functional needs repair"
36456,"functional needs repair"
24770,"functional needs repair"
12066,"functional needs repair"
74028,"non functional"
12112,"functional needs repair"
73069,"functional needs repair"
17954,"functional needs repair"
31238,"functional needs repair"
32423,"functional needs repair"
55379,"functional needs repair"
35248,"functional needs repair"
18465,"functional needs repair"
13688,"functional needs repair"
51771,"functional"
12524,"functional needs repair"
38308,"functional"
69317,"functional needs repair"
9504,"functional needs repair"
55756,"functional needs repair"
18896,"functional needs repair"
10536,"functional needs repair"
73610,"functional needs repair"
45186,"non functional"
3617,"functional needs repair"
41958,"functional needs repair"
27720,"functional needs repair"
38061,"functional needs repair"
68290,"functional needs repair"
55701,"functional needs repair"
57822,"non functional"
27463,"functional needs repair"
19350,"functional needs repair"
45711,"functional needs repair"
37651,"functional needs repair"
56508,"functional needs repair"
3416,"non functional"
63389,"non functional"
32470,"non functional"
32476,"functional needs repair"
11176,"functional needs repair"
37019,"non functional"
33635,"non functional"
3188,"non functional"
55475,"functional needs repair"
55090,"non functional"
59979,"functional needs repair"
39796,"non functional"
54157,"non functional"
65307,"functional needs repair"
27351,"functional needs repair"
13654,"functional needs repair"
62110,"functional needs repair"
52339,"functional"
28207,"functional needs repair"
49822,"functional needs repair"
39798,"functional needs repair"
4375,"functional needs repair"
40503,"functional needs repair"
15511,"non functional"
29480,"functional needs repair"
47418,"functional"
68897,"non functional"
26536,"non functional"
41805,"functional needs repair"
8613,"functional needs repair"
27540,"functional needs repair"
60052,"functional needs repair"
74182,"non functional"
57444,"functional needs repair"
60679,"functional needs repair"
27560,"functional"
51654,"functional needs repair"
30299,"functional needs repair"
32861,"functional needs repair"
32887,"functional needs repair"
5243,"functional"
10216,"functional needs repair"
65876,"functional needs repair"
69664,"functional needs repair"
36551,"functional needs repair"
25257,"functional needs repair"
33544,"functional needs repair"
19165,"functional needs repair"
38076,"functional needs repair"
65811,"functional needs repair"
56463,"functional needs repair"
60172,"non functional"
35164,"functional needs repair"
40047,"functional needs repair"
66904,"functional needs repair"
33005,"functional needs repair"
34242,"functional"
50274,"functional needs repair"
52474,"functional needs repair"
59337,"functional needs repair"
39037,"functional needs repair"
671,"functional"
41286,"non functional"
37572,"functional"
67085,"functional needs repair"
60724,"functional needs repair"
4426,"non functional"
33519,"functional needs repair"
68693,"functional needs repair"
27411,"functional needs repair"
16059,"functional needs repair"
10508,"functional needs repair"
51091,"non functional"
58161,"functional"
2009,"functional"
65306,"functional needs repair"
45129,"functional needs repair"
70886,"functional needs repair"
21079,"functional needs repair"
14423,"non functional"
29260,"functional needs repair"
33415,"functional needs repair"
22153,"functional needs repair"
55873,"functional"
56274,"non functional"
973,"non functional"
2449,"functional needs repair"
50726,"functional needs repair"
56206,"functional needs repair"
11729,"functional"
13638,"functional needs repair"
58446,"functional needs repair"
9961,"functional needs repair"
3172,"functional needs repair"
19777,"non functional"
5681,"functional"
47297,"functional needs repair"
68606,"non functional"
58589,"functional needs repair"
70214,"functional needs repair"
61042,"functional needs repair"
11747,"non functional"
72704,"functional needs repair"
19528,"functional needs repair"
25812,"functional needs repair"
9042,"functional needs repair"
52702,"functional needs repair"
60287,"functional needs repair"
67148,"functional needs repair"
54592,"functional needs repair"
64936,"non functional"
17514,"non functional"
31598,"functional needs repair"
12279,"functional needs repair"
64840,"functional needs repair"
4094,"functional needs repair"
22173,"functional needs repair"
13577,"functional"
4468,"functional needs repair"
6476,"functional needs repair"
10501,"functional needs repair"
21000,"non functional"
13196,"functional needs repair"
53066,"functional needs repair"
22751,"functional needs repair"
24620,"functional needs repair"
54477,"functional needs repair"
4677,"functional"
32688,"functional needs repair"
37045,"functional needs repair"
22548,"functional needs repair"
27501,"functional needs repair"
18736,"functional needs repair"
68263,"functional needs repair"
73533,"functional needs repair"
72281,"functional needs repair"
63286,"functional needs repair"
36489,"functional needs repair"
40144,"functional needs repair"
466,"functional needs repair"
901,"non functional"
28663,"functional needs repair"
65505,"functional needs repair"
63075,"functional needs repair"
38111,"functional needs repair"
52514,"functional needs repair"
24799,"functional needs repair"
2875,"functional needs repair"
31780,"functional"
36376,"functional needs repair"
38663,"functional needs repair"
42162,"non functional"
49858,"functional needs repair"
33864,"non functional"
73493,"functional needs repair"
71261,"non functional"
53630,"functional needs repair"
58384,"functional needs repair"
40480,"functional needs repair"
3505,"functional needs repair"
72210,"functional needs repair"
14528,"functional needs repair"
56144,"non functional"
46076,"functional needs repair"
55824,"non functional"
21954,"functional"
24033,"non functional"
817,"functional needs repair"
11685,"functional needs repair"
54148,"functional needs repair"
69419,"functional needs repair"
9333,"functional needs repair"
73856,"functional needs repair"
48454,"functional needs repair"
34611,"non functional"
35920,"functional"
12528,"functional needs repair"
69784,"functional needs repair"
33552,"functional needs repair"
17157,"non functional"
73453,"non functional"
50981,"functional needs repair"
23674,"functional needs repair"
11553,"functional needs repair"
29217,"non functional"
73049,"functional needs repair"
53701,"functional needs repair"
34042,"functional needs repair"
58103,"functional needs repair"
69002,"functional needs repair"
10763,"functional needs repair"
21134,"functional"
24693,"functional"
32639,"non functional"
38042,"functional needs repair"
65143,"non functional"
72947,"functional"
35057,"functional needs repair"
32269,"functional"
21477,"functional needs repair"
57217,"functional needs repair"
13781,"non functional"
67883,"functional needs repair"
7077,"non functional"
73648,"non functional"
59667,"functional needs repair"
2249,"non functional"
19840,"functional needs repair"
32715,"functional needs repair"
39154,"non functional"
43541,"functional needs repair"
3497,"non functional"
51049,"non functional"
4005,"functional needs repair"
30463,"functional needs repair"
22064,"functional needs repair"
42930,"functional needs repair"
51981,"functional needs repair"
13120,"functional needs repair"
15575,"functional needs repair"
37358,"functional needs repair"
18770,"functional needs repair"
54680,"functional needs repair"
15607,"non functional"
29377,"functional needs repair"
28331,"non functional"
13122,"non functional"
61918,"functional"
59227,"functional needs repair"
35482,"functional"
22663,"functional needs repair"
49587,"functional needs repair"
3773,"functional needs repair"
42811,"functional needs repair"
68178,"non functional"
47893,"functional needs repair"
70000,"non functional"
27493,"non functional"
45643,"functional needs repair"
3839,"non functional"
39750,"functional"
7781,"non functional"
24977,"functional needs repair"
50497,"functional needs repair"
73994,"functional needs repair"
24296,"functional"
54924,"non functional"
23814,"functional needs repair"
23516,"non functional"
13565,"functional needs repair"
58206,"functional needs repair"
64835,"functional needs repair"
24276,"functional needs repair"
57505,"functional needs repair"
74148,"functional needs repair"
14845,"functional needs repair"
2063,"non functional"
57275,"functional needs repair"
31377,"functional needs repair"
68341,"functional needs repair"
59106,"functional needs repair"
4037,"non functional"
32233,"non functional"
5068,"functional needs repair"
19704,"functional"
4794,"functional needs repair"
20541,"functional needs repair"
45174,"non functional"
62718,"functional needs repair"
2841,"non functional"
57837,"functional needs repair"
24658,"functional needs repair"
12018,"non functional"
67575,"functional needs repair"
51143,"functional needs repair"
45461,"functional needs repair"
21405,"non functional"
36186,"functional needs repair"
9890,"functional needs repair"
7595,"functional needs repair"
10899,"non functional"
2446,"functional needs repair"
27297,"functional needs repair"
26753,"functional needs repair"
29672,"functional"
49458,"functional needs repair"
5596,"functional needs repair"
12747,"functional needs repair"
17935,"functional needs repair"
34361,"functional needs repair"
19181,"functional needs repair"
56153,"functional needs repair"
20599,"functional needs repair"
29967,"functional needs repair"
68398,"non functional"
18245,"functional needs repair"
57407,"functional needs repair"
8234,"functional needs repair"
44775,"functional needs repair"
69030,"functional needs repair"
39122,"functional"
46966,"functional needs repair"
40949,"non functional"
47528,"functional needs repair"
16717,"functional needs repair"
4499,"functional needs repair"
53922,"functional needs repair"
324,"functional needs repair"
54597,"functional needs repair"
51029,"functional needs repair"
59845,"functional needs repair"
19328,"functional"
44516,"non functional"
72333,"functional needs repair"
32788,"functional needs repair"
2655,"functional needs repair"
25850,"non functional"
49814,"functional needs repair"
25897,"functional needs repair"
26769,"functional needs repair"
68324,"functional needs repair"
21148,"functional needs repair"
71091,"non functional"
61966,"functional needs repair"
17994,"functional needs repair"
40411,"functional needs repair"
5470,"functional needs repair"
58797,"functional"
58524,"functional needs repair"
63166,"functional needs repair"
23946,"functional needs repair"
64024,"functional needs repair"
2003,"non functional"
2053,"functional needs repair"
24762,"non functional"
9002,"functional needs repair"
73027,"functional needs repair"
71094,"functional needs repair"
69653,"non functional"
36703,"functional needs repair"
46114,"functional needs repair"
5887,"non functional"
7380,"functional"
38522,"functional needs repair"
28841,"functional"
39777,"functional"
71093,"functional needs repair"
26440,"functional needs repair"
49676,"functional needs repair"
15942,"functional needs repair"
12583,"functional needs repair"
51254,"functional needs repair"
72092,"functional needs repair"
42333,"functional"
39340,"non functional"
27026,"functional needs repair"
16713,"functional needs repair"
36167,"functional"
28528,"functional needs repair"
62788,"functional needs repair"
30412,"non functional"
34088,"functional needs repair"
9938,"functional needs repair"
28683,"non functional"
70837,"functional needs repair"
59221,"functional needs repair"
9356,"functional needs repair"
61747,"functional needs repair"
23679,"functional"
13,"functional needs repair"
38836,"non functional"
60482,"non functional"
26273,"functional needs repair"
34791,"functional needs repair"
18549,"functional"
46422,"functional"
40033,"functional needs repair"
9212,"functional needs repair"
65977,"functional needs repair"
57512,"functional"
4954,"functional needs repair"
4124,"functional needs repair"
49162,"functional needs repair"
29784,"non functional"
2370,"functional needs repair"
18853,"functional"
63999,"functional"
34865,"functional needs repair"
61892,"functional needs repair"
3336,"functional needs repair"
37538,"non functional"
51955,"functional needs repair"
60757,"non functional"
18774,"functional needs repair"
57855,"non functional"
42919,"functional needs repair"
54874,"functional needs repair"
42338,"non functional"
60898,"functional needs repair"
59275,"non functional"
27598,"functional needs repair"
54119,"non functional"
10335,"functional needs repair"
69180,"functional needs repair"
66078,"functional needs repair"
35942,"functional needs repair"
61807,"functional needs repair"
26827,"functional needs repair"
26949,"functional needs repair"
52753,"functional needs repair"
40967,"functional needs repair"
13907,"functional needs repair"
42922,"functional needs repair"
11730,"functional needs repair"
68874,"functional needs repair"
18798,"non functional"
10850,"functional needs repair"
20450,"functional needs repair"
28042,"non functional"
49972,"functional needs repair"
60893,"functional"
11772,"non functional"
2002,"functional needs repair"
22122,"functional needs repair"
11911,"functional needs repair"
16789,"functional needs repair"
53602,"functional needs repair"
49350,"functional needs repair"
52936,"functional needs repair"
14161,"non functional"
58271,"functional"
38057,"functional needs repair"
10240,"functional needs repair"
58631,"functional needs repair"
51759,"functional needs repair"
10451,"functional needs repair"
1680,"functional needs repair"
58837,"functional needs repair"
26677,"functional needs repair"
33360,"functional needs repair"
16390,"functional needs repair"
53822,"functional needs repair"
1320,"functional needs repair"
53159,"functional needs repair"
35873,"functional needs repair"
67046,"non functional"
39292,"functional needs repair"
55236,"non functional"
7810,"functional needs repair"
70305,"functional needs repair"
31485,"functional needs repair"
46501,"functional needs repair"
53670,"functional"
18666,"functional needs repair"
24747,"functional needs repair"
188,"functional needs repair"
32525,"functional needs repair"
11620,"functional needs repair"
31462,"functional needs repair"
50710,"functional needs repair"
32449,"functional needs repair"
12606,"functional needs repair"
50260,"functional needs repair"
12108,"non functional"
43046,"functional needs repair"
61411,"functional needs repair"
57545,"functional needs repair"
26024,"non functional"
65591,"functional needs repair"
2338,"functional needs repair"
6568,"non functional"
66489,"functional needs repair"
955,"functional needs repair"
4901,"functional needs repair"
29918,"functional needs repair"
59033,"functional needs repair"
15419,"functional needs repair"
50697,"functional needs repair"
15735,"functional needs repair"
68046,"functional needs repair"
32587,"functional needs repair"
29620,"non functional"
71148,"non functional"
42965,"functional needs repair"
60594,"functional needs repair"
7569,"non functional"
7181,"non functional"
53810,"functional needs repair"
39814,"functional needs repair"
8777,"non functional"
13975,"functional needs repair"
58025,"functional needs repair"
40433,"non functional"
23502,"functional needs repair"
4719,"functional needs repair"
36258,"functional needs repair"
56110,"functional"
56055,"functional needs repair"
3310,"non functional"
70170,"functional needs repair"
47013,"functional needs repair"
25407,"functional needs repair"
68954,"functional needs repair"
34563,"functional needs repair"
63754,"non functional"
45483,"functional needs repair"
43435,"functional needs repair"
15087,"functional needs repair"
41666,"functional needs repair"
44817,"functional needs repair"
56284,"functional needs repair"
59408,"functional needs repair"
42029,"functional needs repair"
62750,"functional"
43865,"non functional"
63974,"non functional"
60798,"functional needs repair"
49768,"non functional"
19138,"functional needs repair"
15870,"functional needs repair"
31318,"functional needs repair"
67696,"functional needs repair"
47688,"functional needs repair"
54254,"functional needs repair"
7444,"functional needs repair"
44459,"functional"
53976,"functional needs repair"
70101,"functional needs repair"
25002,"functional needs repair"
27243,"functional needs repair"
72115,"functional needs repair"
57830,"functional needs repair"
34661,"functional needs repair"
11301,"functional needs repair"
752,"functional needs repair"
13566,"functional"
42897,"functional needs repair"
8009,"functional needs repair"
23807,"non functional"
43824,"functional needs repair"
46427,"functional needs repair"
48957,"non functional"
43721,"functional needs repair"
18464,"functional needs repair"
37729,"functional needs repair"
61771,"non functional"
42365,"non functional"
31266,"non functional"
6783,"functional needs repair"
23027,"functional needs repair"
19100,"functional"
19602,"functional needs repair"
66388,"functional needs repair"
69871,"functional"
56280,"functional needs repair"
